user_id,date,daily_income,daily_expense,txn_count,income_txn_count,expense_txn_count,daily_net,has_income,has_expense,dow,is_weekend,day,month,is_summer_vacation,is_winter_vacation,expense_7d_sum,expense_7d_mean,net_7d_sum,txn_7d_sum,expense_30d_sum,expense_30d_mean,net_30d_sum,txn_30d_sum,future_expense_7d_sum
user1,2023-09-19,0.0,22.0,1,0,1,-22.0,0,1,1,0,19,9,0,0,1896.0,270.85714285714283,-1896.0,11.0,8195.0,390.23809523809524,-8195.0,25.0,1500.0
user1,2023-09-20,0.0,263.0,2,0,2,-263.0,0,1,2,0,20,9,0,0,1849.0,264.14285714285717,-1849.0,11.0,8217.0,373.5,-8217.0,26.0,1452.0
user1,2023-09-21,0.0,327.0,2,0,2,-327.0,0,1,3,0,21,9,0,0,1930.0,275.7142857142857,-1930.0,11.0,8480.0,368.69565217391306,-8480.0,28.0,1573.0
user1,2023-09-22,0.0,130.0,1,0,1,-130.0,0,1,4,0,22,9,0,0,1919.0,274.14285714285717,-1919.0,10.0,8807.0,366.9583333333333,-8807.0,30.0,1443.0
user1,2023-09-23,0.0,0.0,0,0,0,0.0,0,0,5,1,23,9,0,0,1094.0,156.28571428571428,-1094.0,9.0,8937.0,357.48,-8937.0,31.0,1443.0
user1,2023-09-24,0.0,0.0,0,0,0,0.0,0,0,6,1,24,9,0,0,1094.0,156.28571428571428,-1094.0,9.0,8937.0,343.7307692307692,-8937.0,31.0,1443.0
user1,2023-09-25,0.0,730.0,1,0,1,-730.0,0,1,0,0,25,9,0,0,1094.0,156.28571428571428,-1094.0,9.0,8937.0,331.0,-8937.0,31.0,1017.0
user1,2023-09-26,0.0,50.0,1,0,1,-50.0,0,1,1,0,26,9,0,0,1472.0,210.28571428571428,-1472.0,7.0,9667.0,345.25,-9667.0,32.0,1662.0
user1,2023-09-27,0.0,215.0,3,0,3,-215.0,0,1,2,0,27,9,0,0,1500.0,214.28571428571428,-1500.0,7.0,9717.0,335.0689655172414,-9717.0,33.0,1727.0
user1,2023-09-28,0.0,448.0,4,0,4,-448.0,0,1,3,0,28,9,0,0,1452.0,207.42857142857142,-1452.0,8.0,9932.0,331.06666666666666,-9932.0,36.0,1534.0
user1,2023-09-29,0.0,0.0,0,0,0,0.0,0,0,4,0,29,9,0,0,1573.0,224.71428571428572,-1573.0,10.0,8360.0,278.6666666666667,-8360.0,37.0,2399.0
user1,2023-09-30,0.0,0.0,0,0,0,0.0,0,0,5,1,30,9,0,0,1443.0,206.14285714285714,-1443.0,9.0,8360.0,278.6666666666667,-8360.0,37.0,2399.0
user1,2023-10-01,0.0,0.0,0,0,0,0.0,0,0,6,1,1,10,0,0,1443.0,206.14285714285714,-1443.0,9.0,8360.0,278.6666666666667,-8360.0,37.0,2399.0
user1,2023-10-02,0.0,304.0,4,0,4,-304.0,0,1,0,0,2,10,0,0,1443.0,206.14285714285714,-1443.0,9.0,8360.0,278.6666666666667,-8360.0,37.0,2634.0
user1,2023-10-03,0.0,695.0,3,0,3,-695.0,0,1,1,0,3,10,0,0,1017.0,145.28571428571428,-1017.0,12.0,8664.0,288.8,-8664.0,41.0,2414.0
user1,2023-10-04,0.0,280.0,2,0,2,-280.0,0,1,2,0,4,10,0,0,1662.0,237.42857142857142,-1662.0,14.0,9359.0,311.96666666666664,-9359.0,44.0,2269.0
user1,2023-10-05,0.0,255.0,2,0,2,-255.0,0,1,3,0,5,10,0,0,1727.0,246.71428571428572,-1727.0,13.0,9639.0,321.3,-9639.0,46.0,2219.0
user1,2023-10-06,0.0,865.0,2,0,2,-865.0,0,1,4,0,6,10,0,0,1534.0,219.14285714285714,-1534.0,11.0,9668.0,322.26666666666665,-9668.0,47.0,1689.0
user1,2023-10-07,0.0,0.0,0,0,0,0.0,0,0,5,1,7,10,0,0,2399.0,342.7142857142857,-2399.0,13.0,10025.0,334.1666666666667,-10025.0,46.0,1714.0
user1,2023-10-08,0.0,0.0,0,0,0,0.0,0,0,6,1,8,10,0,0,2399.0,342.7142857142857,-2399.0,13.0,9825.0,327.5,-9825.0,44.0,1864.0
user1,2023-10-09,0.0,539.0,4,0,4,-539.0,0,1,0,0,9,10,0,0,2399.0,342.7142857142857,-2399.0,13.0,6825.0,227.5,-6825.0,43.0,1545.0
user1,2023-10-10,0.0,475.0,4,0,4,-475.0,0,1,1,0,10,10,0,0,2634.0,376.2857142857143,-2634.0,13.0,7364.0,245.46666666666667,-7364.0,47.0,1217.0
user1,2023-10-11,0.0,135.0,3,0,3,-135.0,0,1,2,0,11,10,0,0,2414.0,344.85714285714283,-2414.0,14.0,7839.0,261.3,-7839.0,51.0,1247.0
user1,2023-10-12,0.0,205.0,2,0,2,-205.0,0,1,3,0,12,10,0,0,2269.0,324.14285714285717,-2269.0,15.0,7629.0,254.3,-7629.0,50.0,1280.0
user1,2023-10-13,0.0,335.0,2,0,2,-335.0,0,1,4,0,13,10,0,0,2219.0,317.0,-2219.0,15.0,7765.0,258.8333333333333,-7765.0,51.0,1208.0
user1,2023-10-14,0.0,25.0,1,0,1,-25.0,0,1,5,1,14,10,0,0,1689.0,241.28571428571428,-1689.0,15.0,7918.0,263.93333333333334,-7918.0,51.0,2083.0
user1,2023-10-15,0.0,150.0,1,0,1,-150.0,0,1,6,1,15,10,0,0,1714.0,244.85714285714286,-1714.0,16.0,7605.0,253.5,-7605.0,49.0,2383.0
user1,2023-10-16,0.0,220.0,2,0,2,-220.0,0,1,0,0,16,10,0,0,1864.0,266.2857142857143,-1864.0,17.0,6800.0,226.66666666666666,-6800.0,48.0,2393.0
user1,2023-10-17,0.0,147.0,2,0,2,-147.0,0,1,1,0,17,10,0,0,1545.0,220.71428571428572,-1545.0,15.0,7020.0,234.0,-7020.0,50.0,2441.0
user1,2023-10-18,0.0,165.0,2,0,2,-165.0,0,1,2,0,18,10,0,0,1217.0,173.85714285714286,-1217.0,13.0,7167.0,238.9,-7167.0,52.0,2566.0
user1,2023-10-19,0.0,238.0,2,0,2,-238.0,0,1,3,0,19,10,0,0,1247.0,178.14285714285714,-1247.0,12.0,6980.0,232.66666666666666,-6980.0,51.0,2619.0
user1,2023-10-20,0.0,263.0,4,0,4,-263.0,0,1,4,0,20,10,0,0,1280.0,182.85714285714286,-1280.0,12.0,7196.0,239.86666666666667,-7196.0,52.0,2740.0
user1,2023-10-21,0.0,900.0,3,0,3,-900.0,0,1,5,1,21,10,0,0,1208.0,172.57142857142858,-1208.0,14.0,7196.0,239.86666666666667,-7196.0,54.0,2738.0
user1,2023-10-22,0.0,450.0,1,0,1,-450.0,0,1,6,1,22,10,0,0,2083.0,297.57142857142856,-2083.0,16.0,7769.0,258.96666666666664,-7769.0,55.0,2288.0
user1,2023-10-23,0.0,230.0,3,0,3,-230.0,0,1,0,0,23,10,0,0,2383.0,340.42857142857144,-2383.0,16.0,8089.0,269.6333333333333,-8089.0,55.0,2058.0
user1,2023-10-24,0.0,195.0,3,0,3,-195.0,0,1,1,0,24,10,0,0,2393.0,341.85714285714283,-2393.0,17.0,8319.0,277.3,-8319.0,58.0,3661.0
user1,2023-10-25,0.0,290.0,4,0,4,-290.0,0,1,2,0,25,10,0,0,2441.0,348.7142857142857,-2441.0,18.0,8514.0,283.8,-8514.0,61.0,3699.0
user1,2023-10-26,0.0,291.0,4,0,4,-291.0,0,1,3,0,26,10,0,0,2566.0,366.57142857142856,-2566.0,20.0,8074.0,269.1333333333333,-8074.0,64.0,3653.0
user1,2023-10-27,0.0,384.0,5,0,5,-384.0,0,1,4,0,27,10,0,0,2619.0,374.14285714285717,-2619.0,22.0,8315.0,277.1666666666667,-8315.0,67.0,3506.0
user1,2023-10-28,0.0,898.0,3,0,3,-898.0,0,1,5,1,28,10,0,0,2740.0,391.42857142857144,-2740.0,23.0,8484.0,282.8,-8484.0,69.0,2687.0
user1,2023-10-29,0.0,0.0,0,0,0,0.0,0,0,6,1,29,10,0,0,2738.0,391.14285714285717,-2738.0,23.0,8934.0,297.8,-8934.0,68.0,2687.0
user1,2023-10-30,0.0,0.0,0,0,0,0.0,0,0,0,0,30,10,0,0,2288.0,326.85714285714283,-2288.0,22.0,8934.0,297.8,-8934.0,68.0,3087.0
user1,2023-10-31,0.0,1798.0,10,0,10,-1798.0,0,1,1,0,31,10,0,0,2058.0,294.0,-2058.0,19.0,8934.0,297.8,-8934.0,68.0,1533.0
user1,2023-11-01,0.0,328.0,3,0,3,-328.0,0,1,2,0,1,11,0,0,3661.0,523.0,-3661.0,26.0,10732.0,357.73333333333335,-10732.0,78.0,1375.0
user1,2023-11-02,0.0,245.0,4,0,4,-245.0,0,1,3,0,2,11,0,0,3699.0,528.4285714285714,-3699.0,25.0,10756.0,358.53333333333336,-10756.0,77.0,1372.0
user1,2023-11-03,0.0,237.0,3,0,3,-237.0,0,1,4,0,3,11,0,0,3653.0,521.8571428571429,-3653.0,25.0,10306.0,343.53333333333336,-10306.0,78.0,1371.0
user1,2023-11-04,0.0,79.0,1,0,1,-79.0,0,1,5,1,4,11,0,0,3506.0,500.85714285714283,-3506.0,23.0,10263.0,342.1,-10263.0,79.0,2281.0
user1,2023-11-05,0.0,0.0,0,0,0,0.0,0,0,6,1,5,11,0,0,2687.0,383.85714285714283,-2687.0,21.0,10087.0,336.23333333333335,-10087.0,78.0,2281.0
user1,2023-11-06,0.0,400.0,4,0,4,-400.0,0,1,0,0,6,11,0,0,2687.0,383.85714285714283,-2687.0,21.0,9222.0,307.4,-9222.0,76.0,2061.0
user1,2023-11-07,0.0,244.0,4,0,4,-244.0,0,1,1,0,7,11,0,0,3087.0,441.0,-3087.0,25.0,9622.0,320.73333333333335,-9622.0,80.0,2019.0
user1,2023-11-08,0.0,170.0,2,0,2,-170.0,0,1,2,0,8,11,0,0,1533.0,219.0,-1533.0,19.0,9866.0,328.8666666666667,-9866.0,84.0,2849.0
user1,2023-11-09,0.0,242.0,4,0,4,-242.0,0,1,3,0,9,11,0,0,1375.0,196.42857142857142,-1375.0,18.0,9497.0,316.56666666666666,-9497.0,82.0,2967.0
user1,2023-11-10,0.0,236.0,1,0,1,-236.0,0,1,4,0,10,11,0,0,1372.0,196.0,-1372.0,18.0,9264.0,308.8,-9264.0,82.0,2878.0
user1,2023-11-11,0.0,989.0,5,0,5,-989.0,0,1,5,1,11,11,0,0,1371.0,195.85714285714286,-1371.0,16.0,9365.0,312.1666666666667,-9365.0,80.0,1889.0
user1,2023-11-12,0.0,0.0,0,0,0,0.0,0,0,6,1,12,11,0,0,2281.0,325.85714285714283,-2281.0,20.0,10149.0,338.3,-10149.0,83.0,2128.0
user1,2023-11-13,0.0,180.0,2,0,2,-180.0,0,1,0,0,13,11,0,0,2281.0,325.85714285714283,-2281.0,20.0,9814.0,327.1333333333333,-9814.0,81.0,1948.0
user1,2023-11-14,0.0,202.0,3,0,3,-202.0,0,1,1,0,14,11,0,0,2061.0,294.42857142857144,-2061.0,18.0,9969.0,332.3,-9969.0,82.0,3508.0
user1,2023-11-15,0.0,1000.0,5,0,5,-1000.0,0,1,2,0,15,11,0,0,2019.0,288.42857142857144,-2019.0,17.0,10021.0,334.03333333333336,-10021.0,84.0,2958.0
user1,2023-11-16,0.0,360.0,3,0,3,-360.0,0,1,3,0,16,11,0,0,2849.0,407.0,-2849.0,20.0,10801.0,360.03333333333336,-10801.0,87.0,3244.0
user1,2023-11-17,0.0,147.0,2,0,2,-147.0,0,1,4,0,17,11,0,0,2967.0,423.85714285714283,-2967.0,19.0,11014.0,367.1333333333333,-11014.0,88.0,3162.0
user1,2023-11-18,0.0,0.0,0,0,0,0.0,0,0,5,1,18,11,0,0,2878.0,411.14285714285717,-2878.0,20.0,10996.0,366.53333333333336,-10996.0,88.0,3162.0
user1,2023-11-19,0.0,239.0,2,0,2,-239.0,0,1,6,1,19,11,0,0,1889.0,269.85714285714283,-1889.0,15.0,10758.0,358.6,-10758.0,86.0,3283.0
user1,2023-11-20,0.0,0.0,0,0,0,0.0,0,0,0,0,20,11,0,0,2128.0,304.0,-2128.0,17.0,10734.0,357.8,-10734.0,84.0,4233.0
user1,2023-11-21,0.0,1762.0,4,0,4,-1762.0,0,1,1,0,21,11,0,0,1948.0,278.2857142857143,-1948.0,15.0,9834.0,327.8,-9834.0,81.0,2947.0
user1,2023-11-22,0.0,450.0,5,0,5,-450.0,0,1,2,0,22,11,0,0,3508.0,501.14285714285717,-3508.0,16.0,11146.0,371.53333333333336,-11146.0,84.0,2896.0
user1,2023-11-23,0.0,646.0,3,0,3,-646.0,0,1,3,0,23,11,0,0,2958.0,422.57142857142856,-2958.0,16.0,11366.0,378.8666666666667,-11366.0,86.0,2413.0
user1,2023-11-24,0.0,65.0,1,0,1,-65.0,0,1,4,0,24,11,0,0,3244.0,463.42857142857144,-3244.0,16.0,11817.0,393.9,-11817.0,86.0,2588.0
user1,2023-11-25,0.0,0.0,0,0,0,0.0,0,0,5,1,25,11,0,0,3162.0,451.7142857142857,-3162.0,15.0,11592.0,386.4,-11592.0,83.0,2588.0
user1,2023-11-26,0.0,360.0,2,0,2,-360.0,0,1,6,1,26,11,0,0,3162.0,451.7142857142857,-3162.0,15.0,11301.0,376.7,-11301.0,79.0,2328.0
user1,2023-11-27,0.0,950.0,4,0,4,-950.0,0,1,0,0,27,11,0,0,3283.0,469.0,-3283.0,15.0,11277.0,375.9,-11277.0,76.0,1463.0
user1,2023-11-28,0.0,476.0,4,0,4,-476.0,0,1,1,0,28,11,0,0,4233.0,604.7142857142857,-4233.0,19.0,11329.0,377.6333333333333,-11329.0,77.0,1232.0
user1,2023-11-29,0.0,399.0,3,0,3,-399.0,0,1,2,0,29,11,0,0,2947.0,421.0,-2947.0,19.0,11805.0,393.5,-11805.0,81.0,1078.0
user1,2023-11-30,0.0,163.0,1,0,1,-163.0,0,1,3,0,30,11,0,0,2896.0,413.7142857142857,-2896.0,17.0,12204.0,406.8,-12204.0,84.0,1206.0
user1,2023-12-01,0.0,240.0,3,0,3,-240.0,0,1,4,0,1,12,0,0,2413.0,344.7142857142857,-2413.0,15.0,10569.0,352.3,-10569.0,75.0,1170.0
user1,2023-12-02,0.0,0.0,0,0,0,0.0,0,0,5,1,2,12,0,0,2588.0,369.7142857142857,-2588.0,17.0,10481.0,349.3666666666667,-10481.0,75.0,1520.0
user1,2023-12-03,0.0,100.0,1,0,1,-100.0,0,1,6,1,3,12,0,0,2588.0,369.7142857142857,-2588.0,17.0,10236.0,341.2,-10236.0,71.0,1512.0
user1,2023-12-04,0.0,85.0,2,0,2,-85.0,0,1,0,0,4,12,0,0,2328.0,332.57142857142856,-2328.0,16.0,10099.0,336.6333333333333,-10099.0,69.0,1682.0
user1,2023-12-05,0.0,245.0,4,0,4,-245.0,0,1,1,0,5,12,0,0,1463.0,209.0,-1463.0,14.0,10105.0,336.8333333333333,-10105.0,70.0,1870.0
user1,2023-12-06,0.0,245.0,3,0,3,-245.0,0,1,2,0,6,12,0,0,1232.0,176.0,-1232.0,14.0,10350.0,345.0,-10350.0,74.0,1995.0
user1,2023-12-07,0.0,291.0,3,0,3,-291.0,0,1,3,0,7,12,0,0,1078.0,154.0,-1078.0,14.0,10195.0,339.8333333333333,-10195.0,73.0,1959.0
user1,2023-12-08,0.0,204.0,3,0,3,-204.0,0,1,4,0,8,12,0,0,1206.0,172.28571428571428,-1206.0,16.0,10242.0,341.4,-10242.0,72.0,1859.0
user1,2023-12-09,0.0,350.0,4,0,4,-350.0,0,1,5,1,9,12,0,0,1170.0,167.14285714285714,-1170.0,16.0,10276.0,342.53333333333336,-10276.0,73.0,2824.0
user1,2023-12-10,0.0,92.0,2,0,2,-92.0,0,1,6,1,10,12,0,0,1520.0,217.14285714285714,-1520.0,20.0,10384.0,346.1333333333333,-10384.0,73.0,3597.0
user1,2023-12-11,0.0,255.0,4,0,4,-255.0,0,1,0,0,11,12,0,0,1512.0,216.0,-1512.0,21.0,10240.0,341.3333333333333,-10240.0,74.0,3646.0
user1,2023-12-12,0.0,433.0,4,0,4,-433.0,0,1,1,0,12,12,0,0,1682.0,240.28571428571428,-1682.0,23.0,9506.0,316.8666666666667,-9506.0,73.0,3409.0
user1,2023-12-13,0.0,370.0,2,0,2,-370.0,0,1,2,0,13,12,0,0,1870.0,267.14285714285717,-1870.0,23.0,9939.0,331.3,-9939.0,77.0,3399.0
user1,2023-12-14,0.0,255.0,2,0,2,-255.0,0,1,3,0,14,12,0,0,1995.0,285.0,-1995.0,22.0,10129.0,337.6333333333333,-10129.0,77.0,3760.0
user1,2023-12-15,0.0,104.0,1,0,1,-104.0,0,1,4,0,15,12,0,0,1959.0,279.85714285714283,-1959.0,21.0,10182.0,339.4,-10182.0,76.0,4316.0
user1,2023-12-16,0.0,1315.0,3,0,3,-1315.0,0,1,5,1,16,12,0,0,1859.0,265.57142857142856,-1859.0,19.0,9286.0,309.53333333333336,-9286.0,72.0,3589.0
user1,2023-12-17,0.0,865.0,4,0,4,-865.0,0,1,6,1,17,12,0,0,2824.0,403.42857142857144,-2824.0,18.0,10241.0,341.3666666666667,-10241.0,72.0,2925.0
user1,2023-12-18,0.0,304.0,4,0,4,-304.0,0,1,0,0,18,12,0,0,3597.0,513.8571428571429,-3597.0,20.0,10959.0,365.3,-10959.0,74.0,2706.0
user1,2023-12-19,0.0,196.0,3,0,3,-196.0,0,1,1,0,19,12,0,0,3646.0,520.8571428571429,-3646.0,20.0,11263.0,375.43333333333334,-11263.0,78.0,2650.0
user1,2023-12-20,0.0,360.0,2,0,2,-360.0,0,1,2,0,20,12,0,0,3409.0,487.0,-3409.0,19.0,11220.0,374.0,-11220.0,79.0,2453.0
user1,2023-12-21,0.0,616.0,2,0,2,-616.0,0,1,3,0,21,12,0,0,3399.0,485.57142857142856,-3399.0,19.0,11580.0,386.0,-11580.0,81.0,2098.0
user1,2023-12-22,0.0,660.0,4,0,4,-660.0,0,1,4,0,22,12,0,0,3760.0,537.1428571428571,-3760.0,19.0,10434.0,347.8,-10434.0,79.0,1603.0
user1,2023-12-23,0.0,588.0,1,0,1,-588.0,0,1,5,1,23,12,0,0,4316.0,616.5714285714286,-4316.0,22.0,10644.0,354.8,-10644.0,78.0,1015.0
user1,2023-12-24,0.0,201.0,2,0,2,-201.0,0,1,6,1,24,12,0,0,3589.0,512.7142857142857,-3589.0,20.0,10586.0,352.8666666666667,-10586.0,76.0,1823.0
user1,2023-12-25,0.0,85.0,1,0,1,-85.0,0,1,0,0,25,12,0,0,2925.0,417.85714285714283,-2925.0,18.0,10722.0,357.4,-10722.0,77.0,1838.0
user1,2023-12-26,0.0,140.0,2,0,2,-140.0,0,1,1,0,26,12,0,0,2706.0,386.57142857142856,-2706.0,15.0,10807.0,360.23333333333335,-10807.0,78.0,1923.0
user1,2023-12-27,0.0,163.0,2,0,2,-163.0,0,1,2,0,27,12,0,0,2650.0,378.57142857142856,-2650.0,14.0,10587.0,352.9,-10587.0,78.0,2188.0
user1,2023-12-28,0.0,261.0,2,0,2,-261.0,0,1,3,0,28,12,0,0,2453.0,350.42857142857144,-2453.0,14.0,9800.0,326.6666666666667,-9800.0,76.0,2132.0
user1,2023-12-29,0.0,165.0,2,0,2,-165.0,0,1,4,0,29,12,0,0,2098.0,299.7142857142857,-2098.0,14.0,9585.0,319.5,-9585.0,74.0,2173.0
user1,2023-12-30,0.0,0.0,0,0,0,0.0,0,0,5,1,30,12,0,0,1603.0,229.0,-1603.0,12.0,9351.0,311.7,-9351.0,73.0,2419.0
user10,2020-10-12,10000.0,85.0,3,1,2,9915.0,1,1,0,0,12,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0
user10,2020-10-13,0.0,25.0,1,0,1,-25.0,0,1,1,0,13,10,0,0,85.0,85.0,9915.0,3.0,85.0,85.0,9915.0,3.0,354.0
user10,2020-10-14,0.0,84.0,2,0,2,-84.0,0,1,2,0,14,10,0,0,110.0,55.0,9890.0,4.0,110.0,55.0,9890.0,4.0,340.0
user10,2020-10-15,0.0,0.0,0,0,0,0.0,0,0,3,0,15,10,0,0,194.0,64.66666666666667,9806.0,6.0,194.0,64.66666666666667,9806.0,6.0,433.0
user10,2020-10-16,0.0,90.0,2,0,2,-90.0,0,1,4,0,16,10,0,0,194.0,48.5,9806.0,6.0,194.0,48.5,9806.0,6.0,343.0
user10,2020-10-17,0.0,0.0,0,0,0,0.0,0,0,5,1,17,10,0,0,284.0,56.8,9716.0,8.0,284.0,56.8,9716.0,8.0,343.0
user10,2020-10-18,0.0,0.0,0,0,0,0.0,0,0,6,1,18,10,0,0,284.0,47.333333333333336,9716.0,8.0,284.0,47.333333333333336,9716.0,8.0,343.0
user10,2020-10-19,0.0,90.0,2,0,2,-90.0,0,1,0,0,19,10,0,0,284.0,40.57142857142857,9716.0,8.0,284.0,40.57142857142857,9716.0,8.0,358.0
user10,2020-10-20,0.0,90.0,2,0,2,-90.0,0,1,1,0,20,10,0,0,289.0,41.285714285714285,-289.0,7.0,374.0,46.75,9626.0,10.0,373.0
user10,2020-10-21,0.0,70.0,2,0,2,-70.0,0,1,2,0,21,10,0,0,354.0,50.57142857142857,-354.0,8.0,464.0,51.55555555555556,9536.0,12.0,403.0
user10,2020-10-22,0.0,93.0,2,0,2,-93.0,0,1,3,0,22,10,0,0,340.0,48.57142857142857,-340.0,8.0,534.0,53.4,9466.0,14.0,400.0
user10,2020-10-23,0.0,0.0,0,0,0,0.0,0,0,4,0,23,10,0,0,433.0,61.857142857142854,-433.0,10.0,627.0,57.0,9373.0,16.0,490.0
user10,2020-10-24,0.0,0.0,0,0,0,0.0,0,0,5,1,24,10,0,0,343.0,49.0,-343.0,8.0,627.0,52.25,9373.0,16.0,490.0
user10,2020-10-25,0.0,0.0,0,0,0,0.0,0,0,6,1,25,10,0,0,343.0,49.0,-343.0,8.0,627.0,48.23076923076923,9373.0,16.0,490.0
user10,2020-10-26,0.0,105.0,2,0,2,-105.0,0,1,0,0,26,10,0,0,343.0,49.0,-343.0,8.0,627.0,44.785714285714285,9373.0,16.0,385.0
user10,2020-10-27,0.0,105.0,2,0,2,-105.0,0,1,1,0,27,10,0,0,358.0,51.142857142857146,-358.0,8.0,732.0,48.8,9268.0,18.0,280.0
user10,2020-10-28,0.0,100.0,2,0,2,-100.0,0,1,2,0,28,10,0,0,373.0,53.285714285714285,-373.0,8.0,837.0,52.3125,9163.0,20.0,180.0
user10,2020-10-29,0.0,90.0,2,0,2,-90.0,0,1,3,0,29,10,0,0,403.0,57.57142857142857,-403.0,8.0,937.0,55.11764705882353,9063.0,22.0,90.0
user10,2020-10-30,0.0,90.0,2,0,2,-90.0,0,1,4,0,30,10,0,0,400.0,57.142857142857146,-400.0,8.0,1027.0,57.05555555555556,8973.0,24.0,0.0
user10,2020-10-31,0.0,0.0,0,0,0,0.0,0,0,5,1,31,10,0,0,490.0,70.0,-490.0,10.0,1117.0,58.78947368421053,8883.0,26.0,0.0
user10,2020-11-01,0.0,0.0,0,0,0,0.0,0,0,6,1,1,11,0,0,490.0,70.0,-490.0,10.0,1117.0,55.85,8883.0,26.0,0.0
user10,2020-11-02,0.0,0.0,0,0,0,0.0,0,0,0,0,2,11,0,0,490.0,70.0,-490.0,10.0,1117.0,53.19047619047619,8883.0,26.0,0.0
user10,2020-11-03,0.0,0.0,0,0,0,0.0,0,0,1,0,3,11,0,0,385.0,55.0,-385.0,8.0,1117.0,50.77272727272727,8883.0,26.0,0.0
user10,2020-11-04,0.0,0.0,0,0,0,0.0,0,0,2,0,4,11,0,0,280.0,40.0,-280.0,6.0,1117.0,48.56521739130435,8883.0,26.0,0.0
